period,label,spatial_coverage,start,stop,authority,source,publication_year,broader_periods,narrower_periods
http://n2t.net/ark:/99152/p02chr4wwqn,XIIIe siècle,France,1200,1299,http://n2t.net/ark:/99152/p02chr4,PACTOLS chronology periods used in DOLIA data | INRAP: Institut National de Recherches Archeologiques Preventive,2021,,
http://n2t.net/ark:/99152/p02chr4qs8w,Empire ottoman,France,1299,1923,http://n2t.net/ark:/99152/p02chr4,PACTOLS chronology periods used in DOLIA data | INRAP: Institut National de Recherches Archeologiques Preventive,2021,,
http://n2t.net/ark:/99152/p02chr49ctv,Bas Moyen Âge,France,1300,1499,http://n2t.net/ark:/99152/p02chr4,PACTOLS chronology periods used in DOLIA data | INRAP: Institut National de Recherches Archeologiques Preventive,2021,,
http://n2t.net/ark:/99152/p02chr4dvx3,XIVe siècle,France,1300,1399,http://n2t.net/ark:/99152/p02chr4,PACTOLS chronology periods used in DOLIA data | INRAP: Institut National de Recherches Archeologiques Preventive,2021,,
http://n2t.net/ark:/99152/p02chr4p35m,XVe siècle,France,1400,1499,http://n2t.net/ark:/99152/p02chr4,PACTOLS chronology periods used in DOLIA data | INRAP: Institut National de Recherches Archeologiques Preventive,2021,,
http://n2t.net/ark:/99152/p02chr478fd,époque moderne,France,1492,1815,http://n2t.net/ark:/99152/p02chr4,PACTOLS chronology periods used in DOLIA data | INRAP: Institut National de Recherches Archeologiques Preventive,2021,,
http://n2t.net/ark:/99152/p02chr4qfhd,Renaissance,France,1500,1699,http://n2t.net/ark:/99152/p02chr4,PACTOLS chronology periods used in DOLIA data | INRAP: Institut National de Recherches Archeologiques Preventive,2021,,
http://n2t.net/ark:/99152/p02chr48tfr,XVIe siècle,France,1500,1599,http://n2t.net/ark:/99152/p02chr4,PACTOLS chronology periods used in DOLIA data | INRAP: Institut National de Recherches Archeologiques Preventive,2021,,
http://n2t.net/ark:/99152/p02chr4qkmb,XVIIe siècle,France,1600,1699,http://n2t.net/ark:/99152/p02chr4,PACTOLS chronology periods used in DOLIA data | INRAP: Institut National de Recherches Archeologiques Preventive,2021,,
http://n2t.net/ark:/99152/p02chr45nkz,XVIIIe siècle,France,1700,1799,http://n2t.net/ark:/99152/p02chr4,PACTOLS chronology periods used in DOLIA data | INRAP: Institut National de Recherches Archeologiques Preventive,2021,,
http://n2t.net/ark:/99152/p02chr4f4sn,Révolution française,France,1789,1799,http://n2t.net/ark:/99152/p02chr4,PACTOLS chronology periods used in DOLIA data | INRAP: Institut National de Recherches Archeologiques Preventive,2021,,
http://n2t.net/ark:/99152/p02chr48k3z,XIXe siècle,France,1800,1899,http://n2t.net/ark:/99152/p02chr4,PACTOLS chronology periods used in DOLIA data | INRAP: Institut National de Recherches Archeologiques Preventive,2021,,
http://n2t.net/ark:/99152/p02chr44stv,époque contemporaine,France,1800,2000,http://n2t.net/ark:/99152/p02chr4,PACTOLS chronology periods used in DOLIA data | INRAP: Institut National de Recherches Archeologiques Preventive,2021,,
http://n2t.net/ark:/99152/p02chr4jmwt,XXe siècle,France,1900,1999,http://n2t.net/ark:/99152/p02chr4,PACTOLS chronology periods used in DOLIA data | INRAP: Institut National de Recherches Archeologiques Preventive,2021,,
http://n2t.net/ark:/99152/p0krn6jr2nm,Early Umm an-Nar,Bat | Oman,-2799,-2499,http://n2t.net/ark:/99152/p0krn6j,"Settlement and Chronology in the early Bronze Age of Southeastern Arabia | Jensen, Reilly | Dollarhide, Eli N. | Swerida, Jennifer",2021,http://n2t.net/ark:/99152/p0krn6jwpcs,
http://n2t.net/ark:/99152/p0krn6jwpcs,Umm an-Nar,Bat | Oman,-2799,-1999,http://n2t.net/ark:/99152/p0krn6j,"Settlement and Chronology in the early Bronze Age of Southeastern Arabia | Jensen, Reilly | Dollarhide, Eli N. | Swerida, Jennifer",2021,,http://n2t.net/ark:/99152/p0krn6jr2nm http://n2t.net/ark:/99152/p0krn6jk3hk http://n2t.net/ark:/99152/p0krn6j7tkd
http://n2t.net/ark:/99152/p0krn6jk3hk,Middle Umm an-Nar,Bat | Oman,-2499,-2199,http://n2t.net/ark:/99152/p0krn6j,"Settlement and Chronology in the early Bronze Age of Southeastern Arabia | Jensen, Reilly | Dollarhide, Eli N. | Swerida, Jennifer",2021,http://n2t.net/ark:/99152/p0krn6jwpcs,http://n2t.net/ark:/99152/p0krn6jpjjw http://n2t.net/ark:/99152/p0krn6j85kp
http://n2t.net/ark:/99152/p0krn6jpjjw,Middle Umm an-Nar 1,Bat | Oman,-2499,-2399,http://n2t.net/ark:/99152/p0krn6j,"Settlement and Chronology in the early Bronze Age of Southeastern Arabia | Jensen, Reilly | Dollarhide, Eli N. | Swerida, Jennifer",2021,http://n2t.net/ark:/99152/p0krn6jk3hk,
http://n2t.net/ark:/99152/p0krn6j85kp,Middle Umm an-Nar 2,Bat | Oman,-2399,-2199,http://n2t.net/ark:/99152/p0krn6j,"Settlement and Chronology in the early Bronze Age of Southeastern Arabia | Jensen, Reilly | Dollarhide, Eli N. | Swerida, Jennifer",2021,http://n2t.net/ark:/99152/p0krn6jk3hk,
http://n2t.net/ark:/99152/p0krn6j7tkd,Late Umm an-Nar,Bat | Oman,-2199,-1999,http://n2t.net/ark:/99152/p0krn6j,"Settlement and Chronology in the early Bronze Age of Southeastern Arabia | Jensen, Reilly | Dollarhide, Eli N. | Swerida, Jennifer",2021,http://n2t.net/ark:/99152/p0krn6jwpcs,
http://n2t.net/ark:/99152/p0ghrgfkbcj,Камено доба,"Serbia, Balkans | Balkans | Serbia",-2599999,-3499,http://n2t.net/ark:/99152/p0ghrgf," Cultural Monuments in Serbia Timeline | Mathematical Institute SANU | Šegan-Radonjić, Marija",2022,,http://n2t.net/ark:/99152/p0ghrgfwhw9 http://n2t.net/ark:/99152/p0ghrgfq4wb http://n2t.net/ark:/99152/p0ghrgf2c6z
http://n2t.net/ark:/99152/p0ghrgfzg9f,Нови век,"Serbia, Balkans | Balkans | Serbia",1459,1914,http://n2t.net/ark:/99152/p0ghrgf," Cultural Monuments in Serbia Timeline | Mathematical Institute SANU | Šegan-Radonjić, Marija",2022,,http://n2t.net/ark:/99152/p0ghrgfvm5m http://n2t.net/ark:/99152/p0ghrgfqbx6 http://n2t.net/ark:/99152/p0ghrgfh29f
http://n2t.net/ark:/99152/p0ghrgf8wvt,Средњи век,"Serbia, Balkans | Balkans | Serbia | Byzantine Empire",0700,1459,http://n2t.net/ark:/99152/p0ghrgf," Cultural Monuments in Serbia Timeline | Mathematical Institute SANU | Šegan-Radonjić, Marija",2022,,http://n2t.net/ark:/99152/p0ghrgfxcm4 http://n2t.net/ark:/99152/p0ghrgfnscc http://n2t.net/ark:/99152/p0ghrgfhdqk http://n2t.net/ark:/99152/p0ghrgf7nf8
http://n2t.net/ark:/99152/p0ghrgfwhw9,Палеолит,"Serbia, Balkans | Serbia | Balkans",-2599999,-9999,http://n2t.net/ark:/99152/p0ghrgf," Cultural Monuments in Serbia Timeline | Mathematical Institute SANU | Šegan-Radonjić, Marija",2022,http://n2t.net/ark:/99152/p0ghrgfkbcj,
http://n2t.net/ark:/99152/p0ghrgf7763,Метално доба,"Serbia, Balkans | Serbia | Balkans",-3499,0150,http://n2t.net/ark:/99152/p0ghrgf," Cultural Monuments in Serbia Timeline | Mathematical Institute SANU | Šegan-Radonjić, Marija",2022,,http://n2t.net/ark:/99152/p0ghrgf3h4n http://n2t.net/ark:/99152/p0ghrgf3ffs http://n2t.net/ark:/99152/p0ghrgf2rdm
http://n2t.net/ark:/99152/p0ghrgftrg4,Стари век,"Serbia, Balkans | Serbia | Balkans",-0299,0700,http://n2t.net/ark:/99152/p0ghrgf," Cultural Monuments in Serbia Timeline | Mathematical Institute SANU | Šegan-Radonjić, Marija",2022,,http://n2t.net/ark:/99152/p0ghrgfrsqz http://n2t.net/ark:/99152/p0ghrgf5mjf
http://n2t.net/ark:/99152/p0ghrgfrsqz,Римско доба,"Serbia, Balkans, Ancient Rome, Byzantine Empire | Balkans | ancient Rome | Serbia | Byzantine Empire",0100,0700,http://n2t.net/ark:/99152/p0ghrgf," Cultural Monuments in Serbia Timeline | Mathematical Institute SANU | Šegan-Radonjić, Marija",2022,http://n2t.net/ark:/99152/p0ghrgftrg4,
http://n2t.net/ark:/99152/p0ghrgf3ffs,Енеолит,"Serbia, Balkans, Baden Culture, Kostolac Culture, Vučedol Culture | Balkans | Serbia",-3499,-2199,http://n2t.net/ark:/99152/p0ghrgf," Cultural Monuments in Serbia Timeline | Mathematical Institute SANU | Šegan-Radonjić, Marija",2022,http://n2t.net/ark:/99152/p0ghrgf7763,
http://n2t.net/ark:/99152/p0ghrgf3h4n,Гвоздено доба,"Serbia, Balkans, Bosut Culture, Brnjica Culture | Balkans | Serbia",-1099,0150,http://n2t.net/ark:/99152/p0ghrgf," Cultural Monuments in Serbia Timeline | Mathematical Institute SANU | Šegan-Radonjić, Marija",2022,http://n2t.net/ark:/99152/p0ghrgf7763,
http://n2t.net/ark:/99152/p0ghrgfhdqk,Пре династије Немањића,"Serbia, Balkans, Byzantine Empire, Vlastimirović Dynasty, Vojislavljević Dynasty, Vukanović Dynasty | Byzantine Empire | Balkans | Serbia",0700,1167,http://n2t.net/ark:/99152/p0ghrgf," Cultural Monuments in Serbia Timeline | Mathematical Institute SANU | Šegan-Radonjić, Marija",2022,http://n2t.net/ark:/99152/p0ghrgf8wvt,
http://n2t.net/ark:/99152/p0ghrgf2c6z,Мезолит,"Serbia, Balkans, Culture of Lepenski vir | Balkans | Serbia",-9999,-6999,http://n2t.net/ark:/99152/p0ghrgf," Cultural Monuments in Serbia Timeline | Mathematical Institute SANU | Šegan-Radonjić, Marija",2022,http://n2t.net/ark:/99152/p0ghrgfkbcj,
http://n2t.net/ark:/99152/p0ghrgfxcm4,Од краља Милутина до распада Српског царства,"Serbia, Balkans, Kingdom of Serbia, Byzantine Empire | Balkans | Serbia",1267,1371,http://n2t.net/ark:/99152/p0ghrgf," Cultural Monuments in Serbia Timeline | Mathematical Institute SANU | Šegan-Radonjić, Marija",2022,http://n2t.net/ark:/99152/p0ghrgf8wvt,
http://n2t.net/ark:/99152/p0ghrgfqbx6,Од пада под турску власт до Велике сеобе Срба,"Serbia, Balkans, Ottoman Empire | Serbia | Balkans",1459,1690,http://n2t.net/ark:/99152/p0ghrgf," Cultural Monuments in Serbia Timeline | Mathematical Institute SANU | Šegan-Radonjić, Marija",2022,http://n2t.net/ark:/99152/p0ghrgfzg9f,
http://n2t.net/ark:/99152/p0ghrgfh29f,Од Велике сеобе Срба до Првог српског устанка,"Serbia, Balkans, Ottoman Empire, Habsburg Monarchy | Balkans | Serbia",1690,1804,http://n2t.net/ark:/99152/p0ghrgf," Cultural Monuments in Serbia Timeline | Mathematical Institute SANU | Šegan-Radonjić, Marija",2022,http://n2t.net/ark:/99152/p0ghrgfzg9f,
http://n2t.net/ark:/99152/p0ghrgfvm5m,Од Првог српског устанка до Првог светског рата,"Serbia, Balkans, Principality of Serbia, Kingdom of Serbia, Ottoman Empire, Habsburg Monarchy, Austrian Empire, Austro-Hungarian Empire  | Serbia | Balkans",1804,1914,http://n2t.net/ark:/99152/p0ghrgf," Cultural Monuments in Serbia Timeline | Mathematical Institute SANU | Šegan-Radonjić, Marija",2022,http://n2t.net/ark:/99152/p0ghrgfzg9f,
http://n2t.net/ark:/99152/p0ghrgf7nf8,Од распада Српског царства до пада под турску власт,"Serbia, Balkans, Serbian Empire, Serbian Despotate, Byzantine Empire | Serbia | Balkans | Byzantine Empire",1371,1459,http://n2t.net/ark:/99152/p0ghrgf," Cultural Monuments in Serbia Timeline | Mathematical Institute SANU | Šegan-Radonjić, Marija",2022,http://n2t.net/ark:/99152/p0ghrgf8wvt,
http://n2t.net/ark:/99152/p0ghrgfnscc,Од Стефана Немање до краља Милутина,"Serbia, Balkans, Serbian Grand Principality, Rascia, Byzantine Empire | Serbia | Byzantine Empire | Balkans",1167,1267,http://n2t.net/ark:/99152/p0ghrgf," Cultural Monuments in Serbia Timeline | Mathematical Institute SANU | Šegan-Radonjić, Marija",2022,http://n2t.net/ark:/99152/p0ghrgf8wvt,
http://n2t.net/ark:/99152/p0ghrgf5mjf,Предримско доба,"Serbia, Balkans, Triballi, Dardani, Autariatae, Scordisci, Moesi | Serbia | Balkans",-0299,0100,http://n2t.net/ark:/99152/p0ghrgf," Cultural Monuments in Serbia Timeline | Mathematical Institute SANU | Šegan-Radonjić, Marija",2022,http://n2t.net/ark:/99152/p0ghrgftrg4,
http://n2t.net/ark:/99152/p0ghrgfq4wb,Неолит,"Serbia, Balkans, Turdaș-Vinča Culture, Starčevo Culture | Serbia | Balkans",-7999,-3499,http://n2t.net/ark:/99152/p0ghrgf," Cultural Monuments in Serbia Timeline | Mathematical Institute SANU | Šegan-Radonjić, Marija",2022,http://n2t.net/ark:/99152/p0ghrgfkbcj,
http://n2t.net/ark:/99152/p0ghrgf2rdm,Бронзано доба,"Serbia, Balkans, Urnfield Culture, Vatin Culture, Somogyvár-Vinkovci Culture, Mureș Culture, Cruceni-Belegiš Culture | Balkans | Serbia",-2199,-1099,http://n2t.net/ark:/99152/p0ghrgf," Cultural Monuments in Serbia Timeline | Mathematical Institute SANU | Šegan-Radonjić, Marija",2022,http://n2t.net/ark:/99152/p0ghrgf7763,
http://n2t.net/ark:/99152/p06hps8pg6n,Prehistoric,Island of Ireland | Ireland,-12699,0400,http://n2t.net/ark:/99152/p06hps8,"Archaeological periods for the island of Ireland | Corns, Anthony | Hannah, Emma | Carlin, Neil | Northern Ireland SMR",2022,,
http://n2t.net/ark:/99152/p06hps8cb9h,Mesolithic,Island of Ireland | Ireland,-7999,-4000,http://n2t.net/ark:/99152/p06hps8,"Archaeological periods for the island of Ireland | Corns, Anthony | Hannah, Emma | Carlin, Neil | Northern Ireland SMR",2022,,
http://n2t.net/ark:/99152/p06hps84bgf,Neolithic,Island of Ireland | Ireland,-3999,-2500,http://n2t.net/ark:/99152/p06hps8,"Archaeological periods for the island of Ireland | Corns, Anthony | Hannah, Emma | Carlin, Neil | Northern Ireland SMR",2022,,
http://n2t.net/ark:/99152/p06hps8fk76,Chalcolithic,Island of Ireland | Ireland,-2499,-2200,http://n2t.net/ark:/99152/p06hps8,"Archaeological periods for the island of Ireland | Corns, Anthony | Hannah, Emma | Carlin, Neil | Northern Ireland SMR",2022,,
http://n2t.net/ark:/99152/p06hps8vvgz,Bronze Age,Island of Ireland | Ireland,-2199,-0800,http://n2t.net/ark:/99152/p06hps8,"Archaeological periods for the island of Ireland | Corns, Anthony | Hannah, Emma | Carlin, Neil | Northern Ireland SMR",2022,,
http://n2t.net/ark:/99152/p06hps8h2jd,Iron Age,Island of Ireland | Ireland,-0799,0399,http://n2t.net/ark:/99152/p06hps8,"Archaeological periods for the island of Ireland | Corns, Anthony | Hannah, Emma | Carlin, Neil | Northern Ireland SMR",2022,,
http://n2t.net/ark:/99152/p06hps8t5bd,Early Medieval,Island of Ireland | Ireland,0400,1099,http://n2t.net/ark:/99152/p06hps8,"Archaeological periods for the island of Ireland | Corns, Anthony | Hannah, Emma | Carlin, Neil | Northern Ireland SMR",2022,http://n2t.net/ark:/99152/p06hps8s33k,
http://n2t.net/ark:/99152/p06hps8s33k,Medieval,Island of Ireland | Ireland,0400,1600,http://n2t.net/ark:/99152/p06hps8,"Archaeological periods for the island of Ireland | Corns, Anthony | Hannah, Emma | Carlin, Neil | Northern Ireland SMR",2022,,http://n2t.net/ark:/99152/p06hps8vftt http://n2t.net/ark:/99152/p06hps8t5bd
http://n2t.net/ark:/99152/p06hps8vftt,Late Medieval,Island of Ireland | Ireland,1100,1599,http://n2t.net/ark:/99152/p06hps8,"Archaeological periods for the island of Ireland | Corns, Anthony | Hannah, Emma | Carlin, Neil | Northern Ireland SMR",2022,http://n2t.net/ark:/99152/p06hps8s33k,
http://n2t.net/ark:/99152/p06hps8hv8z,Post Medieval,Island of Ireland | Ireland,1600,1750,http://n2t.net/ark:/99152/p06hps8,"Archaeological periods for the island of Ireland | Corns, Anthony | Hannah, Emma | Carlin, Neil | Northern Ireland SMR",2022,,
http://n2t.net/ark:/99152/p06hps833s3,Modern,Island of Ireland | Ireland,1750,2000,http://n2t.net/ark:/99152/p06hps8,"Archaeological periods for the island of Ireland | Corns, Anthony | Hannah, Emma | Carlin, Neil | Northern Ireland SMR",2022,,
http://n2t.net/ark:/99152/p09hq4nshtc,Céramique moyen,Antilles | Anguilla | Aruba | Jamaica | Colombia | Puerto Rico | Saint Vincent and the Grenadines | Cuba | Haiti | Bahamas | Dominica | Saint Kitts and Nevis | Venezuela | Turks and Caicos Islands | Grenada | Trinidad and Tobago | France | Saint Lucia | Curaçao | Dominican Republic | Montserrat | Cayman Islands | Antigua and Barbuda | British Virgin Islands | Barbados,0401,0800,http://n2t.net/ark:/99152/p09hq4n,"ArkeOpen chronology periods used in ArkeoGIS, a FAIR platform based on ontology organized spatiotemporal data about archaeology, history and environment. | ArkeoGIS authors | Philippe Jullien | Lizzie Scholtus",2022,http://n2t.net/ark:/99152/p09hq4n7sh7,
http://n2t.net/ark:/99152/p09hq4nqk5s,Lithique,Antilles | Bahamas | Saint Vincent and the Grenadines | Venezuela | Jamaica | Cayman Islands | Turks and Caicos Islands | Anguilla | Dominica | Dominican Republic | Cuba | France | Saint Kitts and Nevis | British Virgin Islands | Haiti | Grenada | Barbados | Colombia | Aruba | Trinidad and Tobago | Puerto Rico | Antigua and Barbuda | Curaçao | Montserrat | Saint Lucia,-4599,-3000,http://n2t.net/ark:/99152/p09hq4n,"ArkeOpen chronology periods used in ArkeoGIS, a FAIR platform based on ontology organized spatiotemporal data about archaeology, history and environment. | ArkeoGIS authors | Philippe Jullien | Lizzie Scholtus",2022,,
http://n2t.net/ark:/99152/p09hq4nngsw,Céramique récent,Antilles | British Virgin Islands | Saint Kitts and Nevis | Bahamas | Dominica | Cayman Islands | Montserrat | Antigua and Barbuda | Saint Vincent and the Grenadines | Saint Lucia | Trinidad and Tobago | Barbados | Colombia | Cuba | Curaçao | Haiti | Puerto Rico | Turks and Caicos Islands | France | Dominican Republic | Venezuela | Grenada | Anguilla | Aruba | Jamaica,0801,1200,http://n2t.net/ark:/99152/p09hq4n,"ArkeOpen chronology periods used in ArkeoGIS, a FAIR platform based on ontology organized spatiotemporal data about archaeology, history and environment. | ArkeoGIS authors | Philippe Jullien | Lizzie Scholtus",2022,http://n2t.net/ark:/99152/p09hq4n7sh7,
http://n2t.net/ark:/99152/p09hq4n27bg,Historique,Antilles | Dominican Republic | Cayman Islands | Venezuela | Montserrat | Bahamas | Haiti | Saint Kitts and Nevis | Colombia | Cuba | Curaçao | Jamaica | Barbados | Grenada | Trinidad and Tobago | Saint Vincent and the Grenadines | France | Aruba | Anguilla | Antigua and Barbuda | Dominica | British Virgin Islands | Puerto Rico | Saint Lucia | Turks and Caicos Islands,1492,2050,http://n2t.net/ark:/99152/p09hq4n,"ArkeOpen chronology periods used in ArkeoGIS, a FAIR platform based on ontology organized spatiotemporal data about archaeology, history and environment. | ArkeoGIS authors | Philippe Jullien | Lizzie Scholtus",2022,,
http://n2t.net/ark:/99152/p09hq4ntctj,Céramique ancien,Antilles | France | Anguilla | Dominica | Barbados | Saint Vincent and the Grenadines | Grenada | Cayman Islands | Puerto Rico | Antigua and Barbuda | Trinidad and Tobago | Saint Kitts and Nevis | Montserrat | Cuba | Colombia | Venezuela | Jamaica | Saint Lucia | Haiti | Turks and Caicos Islands | Bahamas | Aruba | British Virgin Islands | Curaçao | Dominican Republic,-0499,0400,http://n2t.net/ark:/99152/p09hq4n,"ArkeOpen chronology periods used in ArkeoGIS, a FAIR platform based on ontology organized spatiotemporal data about archaeology, history and environment. | ArkeoGIS authors | Philippe Jullien | Lizzie Scholtus",2022,http://n2t.net/ark:/99152/p09hq4n7sh7,
http://n2t.net/ark:/99152/p09hq4nk8p2,Archaïque,Antilles | France | Colombia | Grenada | Trinidad and Tobago | Venezuela | Cuba | Montserrat | Cayman Islands | Dominican Republic | Dominica | Haiti | Saint Kitts and Nevis | Jamaica | British Virgin Islands | Turks and Caicos Islands | Antigua and Barbuda | Saint Lucia | Aruba | Anguilla | Puerto Rico | Bahamas | Saint Vincent and the Grenadines | Barbados | Curaçao,-2999,-0500,http://n2t.net/ark:/99152/p09hq4n,"ArkeOpen chronology periods used in ArkeoGIS, a FAIR platform based on ontology organized spatiotemporal data about archaeology, history and environment. | ArkeoGIS authors | Philippe Jullien | Lizzie Scholtus",2022,,
http://n2t.net/ark:/99152/p09hq4n7sh7,Céramique,Antilles | Grenada | Turks and Caicos Islands | Dominican Republic | Cayman Islands | Antigua and Barbuda | France | Trinidad and Tobago | Dominica | Saint Kitts and Nevis | Saint Vincent and the Grenadines | British Virgin Islands | Haiti | Curaçao | Puerto Rico | Bahamas | Aruba | Anguilla | Colombia | Cuba | Venezuela | Montserrat | Barbados | Jamaica | Saint Lucia,-0499,1491,http://n2t.net/ark:/99152/p09hq4n,"ArkeOpen chronology periods used in ArkeoGIS, a FAIR platform based on ontology organized spatiotemporal data about archaeology, history and environment. | ArkeoGIS authors | Philippe Jullien | Lizzie Scholtus",2022,,http://n2t.net/ark:/99152/p09hq4ntctj http://n2t.net/ark:/99152/p09hq4nshtc http://n2t.net/ark:/99152/p09hq4nngsw http://n2t.net/ark:/99152/p09hq4nfnhh
http://n2t.net/ark:/99152/p09hq4nfnhh,Céramique final,Antilles | Montserrat | Antigua and Barbuda | France | Dominica | Cuba | Aruba | Barbados | Saint Lucia | Haiti | Dominican Republic | Bahamas | British Virgin Islands | Turks and Caicos Islands | Trinidad and Tobago | Anguilla | Saint Kitts and Nevis | Colombia | Saint Vincent and the Grenadines | Curaçao | Jamaica | Cayman Islands | Puerto Rico | Grenada | Venezuela,1201,1491,http://n2t.net/ark:/99152/p09hq4n,"ArkeOpen chronology periods used in ArkeoGIS, a FAIR platform based on ontology organized spatiotemporal data about archaeology, history and environment. | ArkeoGIS authors | Philippe Jullien | Lizzie Scholtus",2022,http://n2t.net/ark:/99152/p09hq4n7sh7,
http://n2t.net/ark:/99152/p09hq4nxxds,1e moitié Ve millénaire AEC,Earth | World,-4999,-4500,http://n2t.net/ark:/99152/p09hq4n,"ArkeOpen chronology periods used in ArkeoGIS, a FAIR platform based on ontology organized spatiotemporal data about archaeology, history and environment. | ArkeoGIS authors | Philippe Jullien | Lizzie Scholtus",2022,http://n2t.net/ark:/99152/p09hq4nh7zp,
http://n2t.net/ark:/99152/p09hq4nh7zp,Ve millénaire AEC,Earth | World,-4999,-4000,http://n2t.net/ark:/99152/p09hq4n,"ArkeOpen chronology periods used in ArkeoGIS, a FAIR platform based on ontology organized spatiotemporal data about archaeology, history and environment. | ArkeoGIS authors | Philippe Jullien | Lizzie Scholtus",2022,,http://n2t.net/ark:/99152/p09hq4nz2wp http://n2t.net/ark:/99152/p09hq4nxxds
http://n2t.net/ark:/99152/p09hq4nz2wp,2e moitié Ve millénaire AEC,Earth | World,-4499,-4000,http://n2t.net/ark:/99152/p09hq4n,"ArkeOpen chronology periods used in ArkeoGIS, a FAIR platform based on ontology organized spatiotemporal data about archaeology, history and environment. | ArkeoGIS authors | Philippe Jullien | Lizzie Scholtus",2022,http://n2t.net/ark:/99152/p09hq4nh7zp,
http://n2t.net/ark:/99152/p09hq4n8h89,1e moitié IVe millénaire AEC,Earth | World,-3999,-3500,http://n2t.net/ark:/99152/p09hq4n,"ArkeOpen chronology periods used in ArkeoGIS, a FAIR platform based on ontology organized spatiotemporal data about archaeology, history and environment. | ArkeoGIS authors | Philippe Jullien | Lizzie Scholtus",2022,http://n2t.net/ark:/99152/p09hq4nntfj,
http://n2t.net/ark:/99152/p09hq4nntfj,IVe millénaire AEC,Earth | World,-3999,-3000,http://n2t.net/ark:/99152/p09hq4n,"ArkeOpen chronology periods used in ArkeoGIS, a FAIR platform based on ontology organized spatiotemporal data about archaeology, history and environment. | ArkeoGIS authors | Philippe Jullien | Lizzie Scholtus",2022,,http://n2t.net/ark:/99152/p09hq4nw2j9 http://n2t.net/ark:/99152/p09hq4n8h89
http://n2t.net/ark:/99152/p09hq4nw2j9,2e moitié IVe millénaire AEC,Earth | World,-3499,-3000,http://n2t.net/ark:/99152/p09hq4n,"ArkeOpen chronology periods used in ArkeoGIS, a FAIR platform based on ontology organized spatiotemporal data about archaeology, history and environment. | ArkeoGIS authors | Philippe Jullien | Lizzie Scholtus",2022,http://n2t.net/ark:/99152/p09hq4nntfj,
http://n2t.net/ark:/99152/p09hq4njsxr,1e moitié IIIe millénaire AEC,Earth | World,-2999,-2500,http://n2t.net/ark:/99152/p09hq4n,"ArkeOpen chronology periods used in ArkeoGIS, a FAIR platform based on ontology organized spatiotemporal data about archaeology, history and environment. | ArkeoGIS authors | Philippe Jullien | Lizzie Scholtus",2022,http://n2t.net/ark:/99152/p09hq4nbr4c,
http://n2t.net/ark:/99152/p09hq4nbr4c,IIIe millénaire AEC,Earth | World,-2999,-2000,http://n2t.net/ark:/99152/p09hq4n,"ArkeOpen chronology periods used in ArkeoGIS, a FAIR platform based on ontology organized spatiotemporal data about archaeology, history and environment. | ArkeoGIS authors | Philippe Jullien | Lizzie Scholtus",2022,,http://n2t.net/ark:/99152/p09hq4njsxr http://n2t.net/ark:/99152/p09hq4ncm8q
http://n2t.net/ark:/99152/p09hq4ncm8q,2e moitié IIIe millénaire AEC,Earth | World,-2499,-2000,http://n2t.net/ark:/99152/p09hq4n,"ArkeOpen chronology periods used in ArkeoGIS, a FAIR platform based on ontology organized spatiotemporal data about archaeology, history and environment. | ArkeoGIS authors | Philippe Jullien | Lizzie Scholtus",2022,http://n2t.net/ark:/99152/p09hq4nbr4c,
http://n2t.net/ark:/99152/p09hq4nfzdx,1e moitié XXe siècle AEC,Earth | World,-1999,-1950,http://n2t.net/ark:/99152/p09hq4n,"ArkeOpen chronology periods used in ArkeoGIS, a FAIR platform based on ontology organized spatiotemporal data about archaeology, history and environment. | ArkeoGIS authors | Philippe Jullien | Lizzie Scholtus",2022,http://n2t.net/ark:/99152/p09hq4n9rvc,
http://n2t.net/ark:/99152/p09hq4nzq2h,IIe millénaire AEC,Earth | World,-1999,-1000,http://n2t.net/ark:/99152/p09hq4n,"ArkeOpen chronology periods used in ArkeoGIS, a FAIR platform based on ontology organized spatiotemporal data about archaeology, history and environment. | ArkeoGIS authors | Philippe Jullien | Lizzie Scholtus",2022,,http://n2t.net/ark:/99152/p09hq4n58mr http://n2t.net/ark:/99152/p09hq4nnx95 http://n2t.net/ark:/99152/p09hq4n9rvc http://n2t.net/ark:/99152/p09hq4nb8vx http://n2t.net/ark:/99152/p09hq4npv4c http://n2t.net/ark:/99152/p09hq4n6n4p http://n2t.net/ark:/99152/p09hq4nhvcb http://n2t.net/ark:/99152/p09hq4nr58s http://n2t.net/ark:/99152/p09hq4n8s9n http://n2t.net/ark:/99152/p09hq4nfgdb
http://n2t.net/ark:/99152/p09hq4n9rvc,XXe siècle AEC,Earth | World,-1999,-1900,http://n2t.net/ark:/99152/p09hq4n,"ArkeOpen chronology periods used in ArkeoGIS, a FAIR platform based on ontology organized spatiotemporal data about archaeology, history and environment. | ArkeoGIS authors | Philippe Jullien | Lizzie Scholtus",2022,http://n2t.net/ark:/99152/p09hq4nzq2h,http://n2t.net/ark:/99152/p09hq4nfzdx http://n2t.net/ark:/99152/p09hq4n6f3t
http://n2t.net/ark:/99152/p09hq4n6f3t,2e moitié XXe siècle AEC,Earth | World,-1949,-1900,http://n2t.net/ark:/99152/p09hq4n,"ArkeOpen chronology periods used in ArkeoGIS, a FAIR platform based on ontology organized spatiotemporal data about archaeology, history and environment. | ArkeoGIS authors | Philippe Jullien | Lizzie Scholtus",2022,http://n2t.net/ark:/99152/p09hq4n9rvc,
